SC,名称,決算期,決算発表日(本決算),売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),自己資本比率,ROE,ROA,発行済株式数(更新日時点)
7974,任天堂,202603,20260508,2313051,360117,542196,424056,3805312,2954025,10065,-,77.6,14.94,11.77,1287260000
7980,重松製作所,202603,20260508,15593,1054,933,702,21588,9436,570,7625,43.7,7.8,3.54,7200000
7987,ナカバヤシ,202603,20260508,61598,2875,3219,1934,54080,30785,6666,10612,56.9,6.5,3.5,28794294
7994,オカムラ,202603,20260508,329031,24144,25839,22416,301877,204129,18670,30025,67.6,11.52,7.59,100621021
8020,兼松,202603,20260508,1067665,48663,47157,32523,733009,208391,27781,154846,28.4,17.01,4.57,169000404
8052,椿本興業,202603,20260508,131032,6513,7094,5023,100064,49918,2945,-,49.9,10.73,5,19493907
8065,佐藤商事,202603,20260508,292191,7673,8162,6568,181208,76643,1321,36500,42.3,9.07,3.73,21799050
8074,YUASA,202603,20260508,545027,16740,17236,12020,303507,119927,20644,4797,39.5,10.51,4.07,22100000
8084,RYODEN,202603,20260508,212772,5244,5767,5275,154303,94422,10334,2242,61.2,5.75,3.56,21612037
8131,ミツウロコグループホールディングス,202603,20260508,339498,12368,13676,9197,206000,105254,7077,34330,51.1,9.02,4.7,57061223
8137,サンワテクノス,202603,20260508,148329,4058,4776,3265,101386,52857,3727,7751,52.1,6.4,3.36,16044000
8158,ソーダニッカ,202603,20260508,66692,2482,2934,2362,77826,33774,3762,2661,43.4,7.46,3.13,22968000
8173,Joshin,202603,20260508,436650,5422,5113,3280,228813,105364,15121,37930,46,3.12,1.43,28000000
8282,ケーズホールディングス,202603,20260508,759710,26799,30579,14317,422482,248703,18125,42500,58.9,5.73,3.39,168000000
8367,南都銀行,202603,20260508,115665,-,24820,17062,6677236,300119,37924,-,4.4,5.9,0.25,165128280
8410,セブン銀行,202603,20260508,220025,-,30165,13476,1545743,280491,30724,-,18.1,4.83,0.89,1179308000
8418,山口フィナンシャルグループ,202603,20260508,261941,15046,45026,33008,13180464,668169,50000,-,5.1,5.13,0.25,234767616
8566,リコーリース,202603,20260508,338579,20621,21043,12821,1465563,241680,7896,1095300,16.5,5.39,0.9,31243223
8596,九州リースサービス,202603,20260508,35838,6083,6008,3929,219586,45336,2933,151317,20.6,8.95,1.86,25952374
8747,豊トラスティ証券,202603,20260508,12991,6284,6368,4424,286450,18184,1722,700,6.3,27.66,2.15,8897472
8864,空港施設,202603,20260508,36792,6719,7126,3479,112049,61587,6826,27596,55,5.73,3.15,52006350
8919,カチタス,202603,20260508,151851,18279,17809,12470,93245,53059,3778,26500,56.9,25.25,14.12,78650640
9009,京成電鉄,202603,20260508,332424,33974,58605,48023,1181801,557830,36803,340480,47.2,9,4.22,517233555
9029,ヒガシホールディングス,202603,20260508,57972,4044,4150,2602,36616,16113,1001,9770,44,17.57,7.63,13264000
9063,岡山県貨物運送,202603,20260508,38899,1260,1693,2719,51319,26850,2420,13019,52.3,10.83,5.51,2200000
9072,ニッコンホールディングス,202603,20260508,269862,23818,24853,18237,436395,237735,11316,135586,54.5,7.61,4.22,126479784
9107,川崎汽船,202603,20260508,1018364,84164,109100,132986,2343989,1802703,75457,236017,76.9,7.71,5.84,639172067
9119,飯野海運,202603,20260508,127295,13439,16885,15391,346684,158224,13092,141720,45.6,10.13,4.71,108900000
9143,SGホールディングス,202603,20260508,1644762,90247,91782,59066,1229017,546198,11882,349947,44.4,10.49,5.2,640394400
9324,安田倉庫,202603,20260508,80028,4289,5822,6728,234046,107967,3602,78634,46.1,6.67,3.03,30360000
9413,テレビ東京ホールディングス,202603,20260508,164915,11402,11937,7700,155783,107412,10000,5564,68.9,7.36,5.07,27579500
9432,NTT,202603,20260508,14409121,1706221,1581923,1037032,46721259,9727623,937950,15711608,20.8,10.4,2.7,90550316400
9436,沖縄セルラー電話,202603,20260508,86348,18693,18864,13217,120457,98967,1414,-,82.2,13.52,11.07,94178804
9478,SEホールディングス・アンド・インキュベーションズ,202603,20260508,7026,955,803,633,18690,11233,1534,3610,60.1,6.24,3.7,16284226
9532,大阪瓦斯,202603,20260508,2030302,174809,204522,152751,3321405,1806043,132166,794219,54.4,8.74,4.68,397881800
9698,クレオ,202603,20260508,14569,1194,1207,807,10554,7742,3149,-,73.4,10.71,7.86,8585688
9706,日本空港ビルデング,202603,20260508,289823,45043,43704,29139,491972,210312,38126,194189,42.7,14.65,6.06,93145400
